tweet_id,media_id,media_url
876484053909872640,876484043352588288,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg
886366144734445568,886366138128449536,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg
886366144734445568,886366138124218369,https://pbs.twimg.com/media/DE0BTnPUMAEVdh5.jpg
888078434458587136,888078426338406400,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg
888078434458587136,888078426338361344,https://pbs.twimg.com/media/DFMWn56WAAAYUcB.jpg
891689557279858688,891689552724799489,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg
879492040517615616,879492035853660161,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg
884876753390489601,884876742820859904,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg
884876753390489601,884876742816616450,https://pbs.twimg.com/media/DEe2tZWW0AIhXjS.jpg
884876753390489601,884876742741065730,https://pbs.twimg.com/media/DEe2tZEWAAIrpbu.jpg
884876753390489601,884876742753734656,https://pbs.twimg.com/media/DEe2tZHXUAA8r4k.jpg
882992080364220416,882992072327913472,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg
882992080364220416,882992072332120065,https://pbs.twimg.com/media/DEEEnIrXkAEliy-.jpg
876120275196170240,876120269428932608,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg
889880896479866881,889880888800096258,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg
879862464715927552,879862459263307776,https://pbs.twimg.com/media/DDXmPreXUAA3QGJ.jpg
879862464715927552,879862459317854210,https://pbs.twimg.com/media/DDXmPrrXoAI42eo.jpg
879862464715927552,879862459250638849,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg
877556246731214848,877556240326512640,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg
890971913173991426,890971906207338496,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg
890006608113172480,890006600089468928,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg
890006608113172480,890006600093753345,https://pbs.twimg.com/media/DFnwSY5XYAEwtc5.jpg
873580283840344065,873580279771926529,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg
891815181378084864,891815175371796480,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg
